category,country,director,douban_rate,download_url,introduce,language,main_actor,movie_time,name,publish_date
喜剧/犯罪,,罗森·马歇尔·瑟伯 Rawson Marshall Thurber,,ftp://dygod1:dygod1@d201.dygod.org:8006/[阳光电影www.ygdy8.com].冒牌家庭.BD.720p.中英双字幕.rmvb,故事的主人公是一位毒品贩子。就快过30岁生日的他，开始反思自己的人生，觉得目前的生活无聊透顶，想要彻底摆脱，不过在那之前还要做一笔生意，这才可能有钱去开始新的生活。而他的最后一笔生意就是凑够几个人假扮成一家人的模样，以便走私1400磅大麻越过墨西哥边境……,英语,杰森·苏戴奇斯 Jason Sudeikis  ....David Burke,1:58:43,冒牌家庭/米勒一家/全家就是米家(台),
动作/喜剧/科幻,,埃德加·赖特 Edgar Wright,,ftp://dygod1:dygod1@d006.dygod.org:1046/[阳光电影www.ygdy8.com].世界尽头.BD.720p.中英双字幕.rmvb,·影片的原声将来自Primal Scream、the Soup Dragons、Suede的经典老歌收入其中，十足九十年代怀旧的气氛。,英语,西蒙·佩吉 Simon Pegg  ....Gary King,109 min,世界尽头/世界终点(台)/世界终极,
剧情/动作/惊悚/犯罪,,罗伯特·路克蒂克 Robert Luketic,,ftp://dygod1:dygod1@d201.dygod.org:9025/[阳光电影www.ygdy8.com].偏执.BD.720p.中英双字幕.rmvb,《偏执》由罗伯特·鲁克提克执导，加里·奥德曼、哈里森·福特、利亚姆·海姆斯沃斯、艾梅柏·希尔德、《迷失》男星乔什·哈洛威、卢卡斯·提尔、朱利安·麦克马洪和理查德·德莱福斯等人主演，老牌明星哈里森·福特最近还为这部影片剃了光头。,英语,利亚姆·海姆斯沃斯 Liam Hemsworth  ....Adam Cassidy,106 min,偏执/无间暗战(港)/决胜机密(台),
动作 ,,迪恩·派瑞萨特 Dean Parisot,,ftp://dygod1:dygod1@d006.dygod.org:1048/[阳光电影www.ygdy8.com].赤焰战场2.BD.720p.中英双字幕.rmvb,海伦·米伦：这个问题不错。维多利亚与李秉宪的角色是一对让人意想不到的可爱组合，我希望能看到他们进一步发展。我喜欢维多利亚粗鲁的性格。我不知道最终有没有被剪掉，但是我想尽了各种台词来惹恼他。,英语,布鲁斯·威利斯 Bruce Willis  ....Frank,1:56:18.971 (h:m:s.ms),赤焰战场2/红色危机2/夕阳红别动队2/超危险特工2：狠战(台)/猛火爆2(港),
动作/犯罪,,科特尼·所罗门 Courtney Solomon,,ftp://dygod1:dygod1@d201.dygod.org:9026/[阳光电影www.ygdy8.com].逃脱.BD.720p.中英双字幕.rmvb,·影片的拷贝被送到各个影院的时候，用的假名是《速度恶魔》（Speed Demon）。,英语,伊桑·霍克 Ethan Hawke  ....Brent,90 min,逃脱/死路十条(台),
冒险/喜剧,,Felix Herngren ,,ftp://ygdy8:ygdy8@y006.dygod.org:2069/[阳光电影www.ygdy8.com].百岁老人跷家去.BD.720p.中英双字幕.rmvb,根据同名小说改编，讲述迎来百岁寿诞的老人不愿家人为其庆祝，独自离家出走，一路上经历各种冒险，也回忆起自己精彩的人生。,瑞典语/德语/英语/西班牙语/法语/俄语,Robert Gustafsson ...Allan Karlsson ,1h 54mn,百岁老人跷家去/翻窗户消失的百岁老人,
剧情,,David Burris,,ftp://ygdy8:ygdy8@y201.dygod.org:1353/[阳光电影www.ygdy8.com].无序之主.BD.720p.中英双字幕.rmvb,在一个被内战大屠杀遗留下来的农村社区里，年轻人正在摆脱过去，努力逃离暴力。,英语,诺亚·怀尔 Noah Wyle ....Leonard  ,119分钟,无序之主,
剧情/爱情/战争,,索尔·迪勃 Saul Dibb,,ftp://ygdy8:ygdy8@y006.dygod.org:2070/[阳光电影www.ygdy8.com].法国战恋曲.BD.720p.中英双字幕.rmvb,当德军大举攻占法国乡村，闯入村民家中展开严密控管，英挺、有教养的德国军官（马提亚斯修奈尔饰）出现，扰动了彼此内心的欲望涟漪，两人也陷入一场与道德情慾拉扯的悲剧。,英语/法语/德语,米歇尔·威廉姆斯 Michelle Williams 饰 Lucille Angellier,107分钟,法国战恋曲/法兰西组曲/亂世有情天(台),
恐怖,,特沃·马休斯 Trevor Matthews,,ftp://ygdy8:ygdy8@y006.dygod.org:2072/[阳光电影www.ygdy8.com].女孩闺房.BD.720p.中英双字幕.rmvb,凯莉（艾丽·柯布琳饰）是一名大学生，性感漂亮。她的父亲刚刚去世不久，母亲又没有工作。为了赚取学费和生活费，并且让母亲安心，凯莉决定加入“女孩闺房”，以赚取高额报酬。“女孩闺房”里住着一群同样性感美丽的女孩，每天在网络上进行不同程度的情色表演提高人气。而凯莉一去就成功吸引了大批观众，但是，在这批观众里，有一个名为loverboy的盯上了她……,英语,查茜蒂·巴勒斯特罗斯 Chasty Ballesteros 饰 Janet,99 min,女孩闺房,
剧情/喜剧/爱情,,艾伦·瑞克曼 Alan Rickman,,ftp://ygdy8:ygdy8@y006.dygod.org:2073/[阳光电影www.ygdy8.com].小混乱.BD.720p.中英双字幕.rmvb,介,英语　,凯特·温丝莱特 Kate Winslet,112 min,小混乱/美人情園(台)/凡尔赛的小风波（港）,
剧情,,安德烈·萨金塞夫,,ftp://ygdy8:ygdy8@y201.dygod.org:1356/[阳光电影www.ygdy8.com].利维坦.BD.720p.中文字幕.rmvb,4、影片代表俄罗斯参加2015年奥斯卡最佳外语片的竞选。俄罗斯“奥斯卡委员会”通常会推选规模宏大的史诗巨著，但这次却难得地选了一部小制作的社会剧。,俄语,阿列克谢·谢列布里亚科夫 Aleksey Serebryakov ....Nikolay  ,140分钟,利维坦/缠绕之蛇(台)/荒谬启示录(港),
惊悚/恐怖,,Jack Heller ,,ftp://ygdy8:ygdy8@y006.dygod.org:2076/[阳光电影www.ygdy8.com].漆黑如夜.BD.720p.中英双字幕.rmvb,讲述了某伐木公司落户在一个小镇邻边的森林里，意外将这里的邪恶幽灵释放出来，导致情况失控的故事。,英语 ,Steve Agee ....Jesse  ,90 Mins,漆黑如夜,
剧情,,奥斯汀·史塔克 Austin Stark ,,ftp://ygdy8:ygdy8@y201.dygod.org:1359/[阳光电影www.ygdy8.com].奔跑者.BD.720p.中英双字幕.rmvb,影片讲述了新奥尔良众议员科林·普莱斯的职业生涯因性丑闻被中断后，直面混乱人生的故事。,英语,尼古拉斯·凯奇 Nicolas Cage ....Colin Price  ,1h 30mn ,奔跑者,
喜剧/音乐,,伊丽莎白·班克斯Elizabeth Banks,,ftp://ygdy8:ygdy8@y201.dygod.org:1361/[阳光电影www.ygdy8.com].完美音调2.BD.720p.中英双字幕.rmvb,贝卡（安娜·肯德里克 Anna Kendrick 饰）率领的巴顿大学阿卡贝拉女子美声合唱团终于出人头地，应邀为美国总统的生日宴会光荣献唱。谁知表演期间，“胖艾美”（蕾蓓尔·威尔森 Rebel Wilson 饰）竟意外走光，引起全场恐慌，令合唱团蒙上不雅污名，更被禁止公开演出！力挽狂澜的最后机会，就是赢得阿卡贝拉世界锦标赛的冠军，她们能否战胜来自德国的劲敌，挽回失去的名声，称霸阿卡贝拉的世界……,英语,安娜·肯德里克Anna Kendrick ....Beca,115 Mins,完美音调2/完美巨声帮(港)/歌喉赞2(台),
剧情/悬疑/奇幻,,瑞恩·高斯林 Ryan Gosling,,ftp://ygdy8:ygdy8@y201.dygod.org:1365/[阳光电影www.ygdy8.com].迷河.BD.720p.中英双字幕.rmvb,莱特告诉他，他们居住的小镇之所以衰败，正是遭到了可怕的诅咒…… ,英语,克里斯蒂娜·亨德里克斯 Christina Hendricks ....Billy  ,95分钟,迷河/擒兽记/迷失之河,
剧情,,蒂托·蒙蒂尔 Dito Montiel ,,ftp://ygdy8:ygdy8@y006.dygod.org:2088/[阳光电影www.ygdy8.com].林荫大道.BD.720p.中英双字幕.rmvb,尽管诺兰和他的妻子乔伊在同一屋檐下生活，但是两人却像是两个世界的人。尽管职场得意，但依然填补不了诺兰心中的空虚。但是里欧的出现却让他的生活彻底改变，这个不靠谱的男青年带着诺兰开启了一段旅途，也开启了人生的另一种可能性……,英语,罗宾·威廉姆斯 Robin Williams ...Nolan Mack ,1h 28mn,林荫大道/心灵大道(台) ,
纪录,,Rory Kennedy,,ftp://ygdy8:ygdy8@y201.dygod.org:1373/[阳光电影www.ygdy8.com].在越南最后的日子.BD.720p.中英双字幕.rmvb,最佳纪录长片(提名),英语,Richard Nixon ....Himself (archive footage)  ,98 Mins,Last Days in Vietnam,
剧情,,莎里·斯宾厄·伯曼 Shari Springer Berman,,ftp://ygdy8:ygdy8@y006.dygod.org:2090/[阳光电影www.ygdy8.com].万圣年代.HD.720p.中英双字幕.rmvb,十六岁的裘德（Jude Keffy-Horn）成长于一个嬉皮士家庭，父亲在外贩卖大麻、母亲吹制玻璃水烟枪。处于社会边缘地带的裘德一天到晚在佛蒙特州小镇上晃荡，和最好的朋友泰迪（Teddy）厮混找乐子，镇上的人对他们早已司空见惯了……,英语,Henry Kelemen ....Young Jude,108分钟,万圣年代,
动作/冒险/灾难,,布拉德·佩顿 Brad Peyton,,ftp://ygdy8:ygdy8@y201.dygod.org:1375/[阳光电影www.ygdy8.com].末日崩塌.HD.720p.中英双字幕.rmvb,雷·盖恩斯（道恩·强森 Dwayne Johnson 饰）正驱车前往旧金山，随着一声巨响，周围的树木与电线杆变得七扭八歪，紧急刹车查看状况的盖恩斯被眼前的景象“惊呆了”:公路被一条深不见底的裂隙截断，甚至错位，加油站被裂成两半隔着“峡谷”遥遥相对。随着这场超级地震毫无预 兆的来袭，整个城市浓烟滚滚、火光冲天，高楼大厦相继倒塌，到处都是惊慌失措的市民。更要命的是，如此强烈的地震，“摧枯拉朽”般粉碎了坚实的大坝，洪水如猛兽一般涌向已经水深火热的城市，“天崩地陷”的景象犹如“末日”已然来临……,英语,道恩·强森 Dwayne Johnson,1h 54mn,末日崩塌/圣安地列斯/加州大地震(台),
动作/幻想/历史,,王晶 Jing Wong,,ftp://dygod1:dygod1@d007.dygod.org:8044/倚天屠龙记之魔教教主.[粤语中字.1024分辨率]/[电影天堂www.dy2018.net]倚天屠龙记之魔教教主HD中字.rmvb,张翠山和他妻子殷素素、儿子张无忌刚从孤岛回来为他师父祝百岁大寿，途中无忌被玄冥神掌所伤。在武当山各大门派逼迫张翠山说出金毛狮王谢逊的下落，张翠山和他妻子被逼自杀。身受玄冥神掌之毒的张无忌不能练习武功，靠张三丰每日用真气才得以活下来。一日张无忌被师兄弟欺负，与帮助他的一女子小昭掉下悬崖，恰好遇上火头陀，治好了体内的寒毒并学会了九成九阳神功。随后在明教禁地练得“乾坤大挪移心法”。六大派为了歼灭明教，围攻光明顶，无忌得悉蒙古郡主赵敏（张敏）合谋各派以残杀明教之奸计，遂立即前往光明顶，奋不顾身拯救明教。论功行赏，无忌暂代明教教主一职。在迎接四大法王之一的金毛狮王（徐锦江）出任教主途中，无忌遇上另一次考验，同时更发现了武林中的惊人秘密……,粤语,李连杰 Jet Li .....Chang Mo Kei,98 Min,倚天屠龙记之魔教教主,
冒险/家庭/奇幻 ,,托尔·弗洛伊德桑尔 Thor Freudenthal,,ftp://dygod1:dygod1@d201.dygod.org:9030/[阳光电影www.ygdy8.com].波西·杰克逊与魔兽之海.BD.720p.中英双字幕.rmvb,在片中，罗根·勒曼再次扮演波西，而亚历珊德拉·达达里奥也再次扮演了安娜贝丝一角。谈及自己再次扮演波西这个角色，勒曼说：“能再次扮演这个角色是个意外之喜，因为已经过去了快4年时间，我都认为不会再有第二部电影了。当他们告诉我，让我继续来出演这个角色的时候，我非常激动，因为波西这个角色令我印象深刻。这部电影和上部电影不一样，除了CG的比重继续变大外，我还有了一个哥哥，而我和他之间的那种血缘关系，在影片中会得到不少展示。应该说，在情感上，这部电影比第一部要深刻很多。”　达达里奥也表示说：“我也没有想到这部电影会卷土重来。拍摄这部电影，对我来说，最大的难度在于这是夏天拍摄的电影，但是我却需要穿着紧身的牛仔裤和法兰绒的上衣做表演。这还是一部动作电影，所以我需要做的动作很多。为了能表现好，在影片开拍前，我就开始进行体育锻炼，做了很多瑜伽，把身体调整到了能胜任这个角色的水准。我觉得，动作戏是我最大的挑战，这是我所拍摄过的，　最吃紧的影片。不过，拍摄这部电影，还是令人非常兴奋。” ,英语,罗根·勒曼 Logan Lerman  ....Percy Jackson  ,1h 46mn 8s ,波西·杰克逊与魔兽之海/波西·杰克逊与海怪/波西·杰克逊与妖魔之海(台),
动作/剧情/科幻/惊悚 ,,尼尔·布洛姆坎普 Neill Blomkamp,,ftp://dygod1:dygod1@d201.dygod.org:9031/[阳光电影www.ygdy8.com].极乐空间.HD.1024x576.中英双字幕.rmvb,因为《第九区》的成功，尼尔·布洛姆坎普成功吸引到了马特·达蒙、朱迪·福斯特这样的大腕演员。谈及和布洛姆坎普的合作，达蒙说：“在他的身上，我学到了很多的东西，我只要和大牌导演合作，我就能学到很多东西。比如说，我在他的身上就学到了细节的重要性。我们第一次见面的时候，他就给了我一大堆绘本小说，里面有各种各样的车辆、武器、城市规划等等东西，有各种各样的细节。我就对我的老婆说，你看，这样的导演来找你演戏，还有什么好拒绝的呢？他已经让你无法拒绝了。能和布洛姆坎普合作，我觉得无比幸运，因为从《第九区》这部电影中，我能感受到他是一个极有水准和想法的导演。在此之后，他就进入了我的最想合作的名单。只是，我没有想到我的这个幸运来的这么快而已。他的故事里的关于阶级问题的讨论，非常引人入胜。我觉得，一个好的题材、一个靠谱的导演，这就是一部电影成功的关键。”,英语,马特·达蒙 Matt Damon  ....麦克斯 Max ,1:49:33,极乐空间/极乐世界(台)/极乐世界2154(港),
剧情/喜剧/爱情,,乔·斯万博格 Joe Swanberg,,ftp://dygod1:dygod1@d201.dygod.org:9033/[阳光电影www.ygdy8.com].酒肉朋友.BD.720p.中英双字幕.rmvb,第26届东京国际电影节 主竞赛单元 樱花大奖(提名) 乔·斯万博格,英语,安娜·肯德里克 Anna Kendrick  ....Jill,90 min,酒肉朋友/狐朋酒友/酒友,
犯罪/剧情/惊悚 ,,丹尼斯·维勒弗 Denis Villeneuve,,ftp://dygod1:dygod1@d006.dygod.org:1056/[阳光电影www.ygdy8.com].囚徒.HD.1024x576.中英双字幕.rmvb,休·杰克曼继续表示：“凯勒不认为自己赞成私刑，也并非出于冲动做事，他只是觉得警方对他握有的实质证据置若罔闻，那使他变得更疯狂，也让他决心逮到嫌疑犯并自行拷问。”,英语,休·杰克曼 Hugh Jackman  ....Keller,1h 36mn,囚徒/俘虏/私法争锋(台)/罪迷宫(港) ,
恐怖/惊悚,,奥拉顿德·奥逊山米 Olatunde Osunsanmi,,ftp://dygod1:dygod1@d006.dygod.org:1057/[阳光电影www.ygdy8.com].证据.BD.720p.中英双字幕.rmvb,她们与其他幸存者走入这个破败的小镇，等待她们的将是……,英语,诺兰·杰拉德·冯克 Nolan Gerard Funk  ....TylerMorris,1h 33mn,证据,
动作/剧情/科幻/惊悚 ,,尼尔·布洛姆坎普 Neill Blomkamp,,ftp://dygod1:dygod1@d201.dygod.org:9036/[阳光电影www.ygdy8.com].极乐空间.BD.720p.中英双字幕.rmvb,因为《第九区》的成功，尼尔·布洛姆坎普成功吸引到了马特·达蒙、朱迪·福斯特这样的大腕演员。谈及和布洛姆坎普的合作，达蒙说：“在他的身上，我学到了很多的东西，我只要和大牌导演合作，我就能学到很多东西。比如说，我在他的身上就学到了细节的重要性。我们第一次见面的时候，他就给了我一大堆绘本小说，里面有各种各样的车辆、武器、城市规划等等东西，有各种各样的细节。我就对我的老婆说，你看，这样的导演来找你演戏，还有什么好拒绝的呢？他已经让你无法拒绝了。能和布洛姆坎普合作，我觉得无比幸运，因为从《第九区》这部电影中，我能感受到他是一个极有水准和想法的导演。在此之后，他就进入了我的最想合作的名单。只是，我没有想到我的这个幸运来的这么快而已。他的故事里的关于阶级问题的讨论，非常引人入胜。我觉得，一个好的题材、一个靠谱的导演，这就是一部电影成功的关键。”,英语,马特·达蒙 Matt Damon  ....麦克斯 Max ,109 mins,极乐空间/极乐世界(台)/极乐世界2154(港),
惊悚 ,,埃里克·海瑟尔 Eric Heisserer  ....screenplay,,ftp://dygod1:dygod1@d201.dygod.org:9038/[阳光电影www.ygdy8.com].生死救婴.BD.720p.中英双字幕.rmvb,暴风雨渐趋强烈，医院人手不足，医患被迫紧急疏散，而垮塌的大坝更将灾难推向顶点。孤独的诺兰必须与时间和命运赛跑，用一己之力保护他在这个世上最后的亲人……,英语,保罗·沃克 Paul Walker  ....Nolan,1:36:59,生死救婴/生死一线间,
剧情/犯罪,,雪瑞·霍尔曼 Sherry Horman  ,,ftp://ygdy8:ygdy8@d006.dygod.org:1064/[阳光电影www.ygdy8.com].3096天.BD.720p.中英双字幕.rmvb,影片根据真实事件改编。奥地利女孩娜塔莎·卡姆普什（Natascha Kampusch）在被绑架和囚禁八年多之后终于逃出生天，这是一则震惊奥地利和全世界的新闻，之后娜塔莎出版了自传《3096》讲述了这段可怕的过去。1998年，年仅10岁的奥地利女孩Natascha在上学路上遭人绑架沦为性奴，自此一直遭关押达8年。2006年8月23日，她趁交警例行车检时，突然从绑架者的宝马车跳下逃生。绑架者最初4年始终将她关在屋中，后来逐步放松警惕，有时带着她在村庄四周散步、听收音机，偶尔还让她看电视节目，那些节目经绑架者挑选后录制下来。她还有机会看报，但大多数时依旧与世隔绝。在她心中，从未放弃过追求自由的希望。,英语,安东尼娅·坎贝尔-休斯 Antonia Campbell-Hughes  ....Natascha Kampusch,110 min,3096天,
动作/喜剧/犯罪 ,,杰夫·瓦德洛 JeffWadlow,,ftp://ygdy8:ygdy8@d201.dygod.org:9041/[阳光电影www.ygdy8.com].海扁王2.BD.720p.中英双字幕.rmvb,作为回应，极少出演动作片、几乎没有出演过暴力形象的[金·凯瑞]写了一纸声明，他写道:“拍完《海扁王2》之后，我才感觉到这部电影的暴力元素。作为一个有道德的公民，我并不支持、也不赞成影片中的那种暴力。所以，我要为自己的选角道歉。不过，我并不觉得这是一件值得羞于启齿的事情，最近的一些事情，的确改变了我的看法。”而影片的制片人马克·米勒写写了一个官方的声明，表达官方对影片中的暴力的观点:“的确，影片中有很强烈的暴力元素。但是《海扁王2》的确就是这么一部表里如一，如同其名字所揭示的一样的电影。”这份声明，还讲述了暴力在电影中的使用，讲述了很多诸如昆汀、斯科塞斯、山姆·佩金法、朴赞郁等导演的作品。而主演之一的莫瑞兹也说:“这只是一部电影，我并不觉影片中的暴力会对人产生什么影响。没有人会看了《风中奇缘》就觉得你是一个公主;也没有人会看了《沉默的羔羊》就觉得你是一个连环杀人犯。这是一部电影，里面都是假的，我还是个孩子的时候就知道了这点，我不会因为演了这部电影就会去到处杀人。如果电影教了你什么--那就是教了你不要去做什么，而不是去做什么。”,英语,亚伦·泰勒-约翰逊 Aaron Taylor-Johnson  ....海扁王 Dave Lizewski / Kick-Ass (as Aaron Johnson),1h 43mn,海扁王2/海扁王2:全力以赴/海扁王2:危在蛋夕/劲揪侠2(港)/特攻联盟2(台),
恐怖/悬疑/惊悚 ,,杰夫·瓦德洛 JeffWadlow,,ftp://ygdy8:ygdy8@d201.dygod.org:9042/[阳光电影www.ygdy8.com].往生拯救计划.BD.720p.中英双字幕.rmvb,从预告片来看，鬼屋外围在影像风格上颇似《寂静岭》，被一片浓雾笼罩的环境透露出诡异恐惧的主基调，而这座屋子里也不断上演着一惊一乍的戏码，家里突然出现的女孩、录像带，偶然发现的地牢，种种神秘事件让这部影片看起来就像是一部老套的鬼屋电影，而唯一能让它在恐怖片深海里稍微有点突出的点也就是类似“土拨鼠之日”这样的“循环”卖点，不过这个点对恐怖片影迷们来说，不是早在《恐怖游轮》里就已经见怪不怪了吗？ ,英语,阿比吉尔·布莱斯林 Abigail Breslin  ....Lisa,96mn,往生拯救计划/附身,
传记/剧情/爱情,,史蒂文·索德伯格 Steven Soderbergh,,ftp://ygdy8:ygdy8@d201.dygod.org:9043/[阳光电影www.ygdy8.com].烛台背后.BD.720p.中英双字幕.rmvb,第65届黄金时段艾美奖 迷你剧/电视电影 最佳男主角(提名) 迈克尔·道格拉斯 / 马特·达蒙,英语,迈克尔·道格拉斯 Michael Douglas  ....Liberace,118 min,烛台背后/华丽后乐园(港)/炽爱琴人(台)/烛台之后,
动作   ,,Keoni Waxman,,ftp://ygdy8:ygdy8@d006.dygod.org:1067/[阳光电影www.ygdy8.com].暴力执法.BD.720p.中英双字幕.rmvb,介,英语,丹尼·特乔 Danny Trejo  ....Jimmy Peanuts ,1:38:44,暴力执法,
喜剧,,艾里克· 拉缇戈 Eric Lartigau ,,ftp://ygdy8:ygdy8@y006.dygod.org:2092/[阳光电影www.ygdy8.com]贝利叶一家.BD.720p.中文字幕.rmvb,农场主贝利叶夫妇和他们的儿子都是听障，日常工作和生活都要依靠女儿宝拉充当手语翻译。宝拉的音乐老师发现了她的天赋，鼓励她去参加法国电台的歌唱比赛。向往着去巴黎继续音乐之路的宝拉将与家人分离。这个人生必经的成年礼，对于贝利叶一家有着更为特殊的意义。,法语 ,嘉莲·维雅 Karin Viard ...Gigi Bélier ,01:45:21 (105 min),贝利叶一家/贝里埃一家/闪亮的歌声(港) ,
喜剧/科幻/惊悚/恐怖,,弗兰克·马歇尔 Frank Marshall,,ftp://ygdy8:ygdy8@y201.dygod.org:1385/[阳光电影www.ygdy8.com].小魔煞.BD.720p.中英双字幕.rmvb,一只来自丛林的特种蜘蛛，意外的来到文明镇上，经历了一连串的巧合波折后，她找到了一个安稳的家——医师家中的壳仓。原来安宁的小镇，却因为它的小蜘蛛群出现而陷入危机，镇上的居民要如何消灭它们呢？,英语  ,杰夫·丹尼尔斯 Jeff Daniels  ....Dr. Ross Jennings,109 mins 43 seconds　,小魔煞/小魔星/蜘蛛恐惧症,
惊悚,,Fouad Mikati,,ftp://ygdy8:ygdy8@y006.dygod.org:2100/[阳光电影www.ygdy8.com].控制游戏.BD.720p.中英双字幕.rmvb,生活在纯朴小镇的护士米兰达，因一场失控的约会惨遭恶狼性侵凌辱，在施暴者被绳之以法后，本该走出伤痛的米兰达，却开始日复一日地去监狱探视这头恶狼威廉，在长期的互动关怀下，威廉下定决心出狱后洗心革面，两人感情逐渐加温……而米兰达能否抹去两人那段不堪回忆，尽释前嫌，与威廉重新开始？ 抑或在米兰达冰冷外貌的背后，有着不为人知的秘密和阴谋？,英语,裴淳华 Rosamund Pike ....Miranda Wells  ,95分钟,控制游戏/打回原址/退给发信人/无人查收,
动作/战争,,瑞恩·雷特尔 Ryan Little,,ftp://ygdy8:ygdy8@y006.dygod.org:2112/[阳光电影www.ygdy8.com].战猪.BD.720p.中文字幕.rmvb,"The story of WW2 Army Captain Jack Wosick who is tasked to lead a rag-tag Army unit of misfits known as the War Pigs for secret raiding missions behind Nazi occupied territory. With the help of Captain Hans Picault, a German Anti-Nazi serving with the French Foreign Legion, Jack must train, lead and earn the respect of his new squad. Their mission: Kill, ambush and destroy Nazis in any capacity they can.",英语,鲁克·高斯 Luke Goss ....Captain Jack Wosick  ,91 Mins,战猪/野猪部队,
动作/喜剧/犯罪,,保罗·费格 Paul Feig ,,ftp://ygdy8:ygdy8@y201.dygod.org:1395/[阳光电影www.ygdy8.com].女间谍.BD.720p.中英双字幕.rmvb,中情局分析师苏珊（梅丽莎·麦卡西 Melissa McCarthy 饰），是位专门协助处理危险任务却不为人知的后勤人员，她的搭档布莱德利（裘德·洛 Jude Law 饰）在一次行动中突然失踪，也波及另一位顶尖中情局探员瑞克（杰森·斯坦森 Jason Statham 饰 ）的安危。为了找出搭档的下落，拯救这个岌岌可危的世界，苏珊自愿充当卧底，混进史上最危险的军火商集团，试图查出事情的真相，并与蛇蝎美女头目（萝丝·拜恩 Rose Byrne 饰）斗智斗勇。然而在英勇救难的惊险过程中，苏珊发现事情远没有她想象的那么简单…… ,英语 ,裘德·洛 Jude Law ...Bradley Fine ,2h 10m,女间谍/密探/苏珊·库珀/间谍/凸务MADAM(港)/麻辣贱谍(台) ,
动作/喜剧/犯罪,,保罗·费格 Paul Feig ,,ftp://ygdy8:ygdy8@y201.dygod.org:1395/[阳光电影www.ygdy8.com].女间谍.BD.720p.中英双字幕.rmvb,中情局分析师苏珊（梅丽莎·麦卡西 Melissa McCarthy 饰），是位专门协助处理危险任务却不为人知的后勤人员，她的搭档布莱德利（裘德·洛 Jude Law 饰）在一次行动中突然失踪，也波及另一位顶尖中情局探员瑞克（杰森·斯坦森 Jason Statham 饰 ）的安危。为了找出搭档的下落，拯救这个岌岌可危的世界，苏珊自愿充当卧底，混进史上最危险的军火商集团，试图查出事情的真相，并与蛇蝎美女头目（萝丝·拜恩 Rose Byrne 饰）斗智斗勇。然而在英勇救难的惊险过程中，苏珊发现事情远没有她想象的那么简单…… ,英语 ,裘德·洛 Jude Law ...Bradley Fine ,2h 10m,女间谍/密探/苏珊·库珀/间谍/凸务MADAM(港)/麻辣贱谍(台) ,
喜剧,,Dearbhla Walsh,,ftp://ygdy8:ygdy8@y201.dygod.org:1398/[阳光电影www.ygdy8.com].小乌龟是如何长大的.BD.720p.中英双字幕.rmvb,他们的初见是在拥挤的电梯里。那时，他就完全被她的开朗和热情迷住了，不过这一点他总是忘记告诉她，尽管他们经常站在各自的阳台上作为邻居互相聊天。,英语,詹姆斯·柯登 James Corden ...Narrator,88 min,小乌龟是如何长大的/喂咕呜爱情咒,
喜剧,,杨亚洲 Yazhou Yang,,ftp://dygod1:dygod1@d007.dygod.org:3068/没事偷着乐.[国语.1024分辨率]/[电影天堂www.dy2018.net]没事偷着乐HD国语.rmvb,影片结尾，一家人走在向远方延伸的路上，儿子问大民，“爸爸，什么时候能再幸福一次？”，张大民回答到：“没事你就偷着乐吧，那就是幸福。”,普通话,冯巩 Gong Feng  ....Zhang Damin,105 Min,没事偷着乐,
剧情,,金琛,,ftp://dygod1:dygod1@d035.dygod.org:1164/活着 爱着 乐着.[国语中字.1024分辨率]/[电影天堂www.dy2018.net]活着爱着乐着HD国语中字.rmvb,西夏和王一丁的爱情悄悄降临。当痛苦变为幸福，他的生活已离不开西夏的时候，西夏又神秘地失踪了……王一丁找遍了城市的各个角落，也不见西夏的踪影。彷徨失措的他，最后只有盘下西夏和他常去的牛肉面馆，决定等待她的出现……,普通话,吴超,87 Min,活着爱着乐着,
喜剧/动作/犯罪,,吕克·贝松 Luc Besson,,ftp://ygdy8:ygdy8@d201.dygod.org:9047/[阳光电影www.ygdy8.com].黑帮家族.BD.720p.中英双字幕.rmvb,还记得德尼罗是个好演员的时候么？如今他的天赋就和他在本片中的角色一样——处在证人保护计划之下，再也无法见到了。——《纽约邮报》,英语,罗伯特·德尼罗 Robert De Niro  ....Fred Blake / Giovanni Manzoni,112 min,黑帮家族/黑帮追杀令(台)/麻辣黑帮(港),
剧情/犯罪/爱情,,大卫·洛维 David Lowery,,ftp://ygdy8:ygdy8@d006.dygod.org:1069/[阳光电影www.ygdy8.com].他们非圣人.BD.720p.中英双字幕.rmvb,影片故事设置在70年代的美国德克萨斯州，鲁妮·玛拉与卡西·阿弗莱克饰演一对夫妻。妻子露丝误射杀了一名警员，丈夫鲍勃顶替妻子承受牢狱之苦，而他们的女儿在他服刑期间诞生了。四年之后，鲍勃越狱，踏上了寻找妻女的道路……,英语,鲁妮·玛拉 Rooney Mara  ....Ruth Guthrie,96 Min,他们非圣人/人非圣贤/险路迷情,
