id,name,country,category,url,introduce,lang,main_actor,movietime,publishdate
1199,澳门风云3/赌城风云III(港),,动作/冒险/喜剧,ftp://ygdy8:ygdy8@y153.dydytt.net:8132/[阳光电影www.ygdy8.com].澳门风云3.BD.720p.国粤双语中字.mkv,石一坚（周润发 饰）在女儿（童菲 饰）的婚礼上，因误用兄弟小马（张家辉 饰）的“催眠治疗”加上机器人炸弹袭击而变得精神错乱。神秘人物易天行（张学友 饰）一心想要置石一坚于死地，幸亏龙五（向华强 饰）带领儿子龙十五（向佐 饰）及时营救。“赌侠”刀仔（刘德华 饰）与赌神表妹高菲（李宇春 饰）也一起来帮助石一坚恢复记忆，众人终于知道易天行就是幕后黑手，为了调查清楚真相，石一坚与“赌神”（周润发 饰）联手，最后大战一触即发。,普通话/粤语,周润发 Yun-Fat Chow,1h:52m:33s,
1200,自我救赎 ,,剧情,ftp://ygdy8:ygdy8@y153.dydytt.net:9079/[阳光电影www.ygdy8.com].自我救赎.HD.720p.国语中字.rmvb,举报别人易，举报自己难。影片讲述的是一个让上司拉下水的受贿者，在政策的高压及良知的召唤下，几经挣扎，进行自我举报，最终完成了自我救赎的过程。 ,普通话 ,孙渤洋 Boyang Sun ,88分钟 ,
1201,Buddy Cops,,喜剧/动作,ftp://ygdy8:ygdy8@y153.dydytt.net:8134/[阳光电影www.ygdy8.com].刑警兄弟.BD.720p.国粤双语中字.mkv,两个来自单亲家庭嘅阿 Sir 陈见飞（黄宗泽 饰）同 Johnny（金刚 饰）性格迥异，一个烂仔咁款，一个单纯裙脚，成日火星撞地球。偏偏彼此嘅父母相恋，斗气冤家顿成哎吔巴打，仲住喺同一屋檐下，爆出大堆笑话。义气仔阿飞怀疑前度 Bessie（方皓玟 饰）嘅老板害死好兄弟，于是着佢暗中查探，却随即引来追杀，更牵连家人；戆直嘅 Johnny 亦睇唔过眼，为咗搜集罪证换取情报，不惜同丑样但嗅觉极灵嘅毒品调查科小公主（徐子珊 饰）谈情说爱。恶势力当前，异姓兄弟终于放低成见，拍住上爲正义展开惊天一战！ ,粤语/国语,黄宗泽,1h:41m:36s,
1202,轩辕大帝 ,,剧情/历史/古装,ftp://ygdy8:ygdy8@y153.dydytt.net:8136/[阳光电影www.ygdy8.com].轩辕大帝.HD.720p.国语中字.rmvb,影片以中华人文始祖轩辕黄帝（于波 饰）与元妃嫘祖（周韦彤 饰）的传奇爱情故事为线索，讲述了五千年前有熊氏部落首领姬地率领族人渡黄河、斗猛兽、联合氏族战蚩尤（苏登扎木苏 饰）、最终统一华夏各部落的壮阔史诗。演绎黄帝、炎帝（王顺德 饰）、蚩尤三大部落的兴衰聚散，成功再现了远古华夏民族壮阔感人的发展历程。 ,普通话,于波 Bo Yu ,1h 31mn ,
1203,妖医/泰国妖医/泰恋 ,,悬疑/惊悚/恐怖,ftp://ygdy8:ygdy8@y219.dydytt.net:9142/[阳光电影www.ygdy8.com].妖医.HD.720p.国语中字.rmvb,泰国魅力美女邢潇（POYD饰演）从小和双胞胎姐姐邢慧分离，她和男友沙青为了找回邢慧用尽了各种努力。在这过程中邢潇邂逅了陈永霖。好奇和悲悯让陈永霖介入了沙青和邢潇的生活。当他陷入邢潇的情网之后，才发现，这只是一个处处设防，步步惊心的迷局。,普通话,谭耀文 Patrick Tam 陈永霖 ,1h 19mn ,
1204,马小乐之玩具也疯狂 ,,动画/奇幻/冒险,ftp://ygdy8:ygdy8@y219.dydytt.net:8110/[阳光电影www.ygdy8.com].马小乐之玩具也疯狂.HD.720p.国语中字.rmvb,马小乐（李佳怡 配音）是一个课业繁重的小学生，爸爸（姜广涛 配音）还发明了一个智能玩具“大头”（黎筱濛 配音）来监督他。苦恼的马小乐偶然遇到了拥有神奇能力的精灵“小黄帽”（赵慧珊 配音）并和他成了好朋友，要学习还是要快乐，大头与小黄帽各显神通，展开较量。但是爸爸设计的新 武器太厉害，危急时刻，小黄帽带着马小乐逃进了时光隧道，马小乐在这 里竟然遇见了小时候的爸爸（山新 配音）。等待他们的是什么样的奇遇呢？ ,普通话,李佳怡 Jiayi Li ,76分钟 ,
1205,小蚂蚁之环球大冒险,,喜剧/动画/冒险,ftp://ygdy8:ygdy8@y219.dydytt.net:8111/[阳光电影www.ygdy8.com].小蚂蚁之环球大冒险.HD.720p.国语中字.rmvb,在遥远的宇宙中，一颗叫做布兰星的星球，居住着金木水火土五大蚂蚁神族，心怀和平梦想，蚂蚁皇后派出五大神族的精英：金童童、木吞吞、水灵灵、火聪聪、土豆豆，带着拥有五常文化的定界天碑，欲将仁、义、礼、智、信传扬宇宙，却在星际穿梭途中遭遇黑蚂蚁兄弟雷震震和风小小破坏，导致组成定界天碑的五常灵珠散落地球世界各地。为了找回灵珠，小蚂蚁开始了追寻梦想的环球冒险，在世界各地展开了一场又一场奇幻萌趣的争夺。 ,普通话,胡严彦 Yanyan Hu ,1h 28mn ,
1206,活尸电梯/活尸电梯(台) ,意大利 ,恐怖,ftp://ygdy8:ygdy8@yg45.dydytt.net:7286/阳光电影www.ygdy8.com.活尸电梯.BD.720p.中英双字幕.mkv,愤世嫉俗的年轻商人克劳迪欧赶著要和客户进行重要会议，却受困在罗马办公室的电梯中，随即演变成一场不可收拾的梦魇。在电梯之外，某种致命病毒正在大肆扩散，受到传染者将变成极端狂暴的活死人。克劳迪欧必须千方百计想逃出电梯，然而，这部与世隔绝的电梯似乎已变成全市最安全的地方…… ,意大利语 ,亚历山德罗·罗亚 Alessandro Roja ,100分钟 ,2017-08-27(格拉斯哥影展恐怖单元)/2018-08-14(意大利) 
1207,血宴 ,美国 ,喜剧/恐怖,ftp://ygdy8:ygdy8@yg45.dydytt.net:8286/阳光电影www.ygdy8.com.血宴.BD.720p.中英双字幕.mkv,粉丝们涌向庆祝最具代表性的恐怖电影的节日，却发现这个活动背后的魅力狂欢节目有一个恶魔般的议程。 随着节日参与者开始消亡，三个青少年 - 比恐怖电影的陈词滥调更多，而不是关于消除心理杀手的实用知识 - 必须团结起来，通过各种疯子和怪物进行战斗才能生存。 ,英语 ,扎克瑞·莱维 Zachary Levi ,92分钟 ,2018-03-10(西南偏南电影节)/2018-08-17(英国)/2018-08-31(美国) 
1208,死亡棚屋 ,加拿大 Canada ,喜剧/恐怖,ftp://ygdy8:ygdy8@yg72.dydytt.net:8274/阳光电影www.ygdy8.com.死亡棚屋.BD.720p.中英双字幕.mkv,周末在树林里破旧的小屋度假，杰森，一个谨慎的青少年，他最好的朋友科林和他无畏的姐姐夏天被迫一起工作，长大并拯救他们的顽固父母离开他们的掠夺性邻居（劳伦霍莉），谁打算将它们全部喂给她的亡灵家庭…… ,英语 ,Cameron Andres ,85分钟 ,2017-07-02(加拿大) 
1209,呼吸/雾袭花都/全面霾伏(台) ,法国/加拿大 ,科幻/灾难,ftp://ygdy8:ygdy8@yg45.dydytt.net:7287/阳光电影www.ygdy8.com.呼吸.BD.720p.中英双字幕.mkv,"当巴黎被一种奇怪的致命烟雾淹没时,幸存者只能在城市的上层和屋顶避难。没有新闻,没有电,没有水,没有食物,一个小家庭在灾难中挣扎求生。但随着时间的推移,他们不得不面对现实:救援队伍不能来了。如果他们希望活着出来,他们就得冒着被雾笼罩的危险。 ",法语/英语 ,罗曼·杜里斯 Romain Duris ,89分钟/100分钟(中国大陆) ,2018-04-04(法国)/2018(中国) 
1210,Reborn ,中国/中国香港/美国 ,喜剧/动作/犯罪,ftp://ygdy8:ygdy8@yg90.dydytt.net:8388/阳光电影www.ygdy8.com.解码游戏.HD.720p.国语中英双字.mkv,宅男黑客李浩铭被代号“斑马”的职业罪犯乔飞和神秘女孩苏仪绑架，被迫卷入了一起诡谲奇异的案件中，与深网黑暗巨头闫岳斗智斗勇。陷入冒险游戏中的浩铭和乔飞渐渐成为一对生死拍档，而在不断浮出的“真相”背后，其实隐藏着更深的秘密…… ,普通话 ,韩庚 Geng Han ,99分钟 ,2018-08-03(中国) 
1211,侏罗纪世界2/侏罗纪世界：殒落国度(台)/侏罗纪世界：迷失国度(港)/侏罗纪世界2：失落王国/侏罗纪世界2：堕落王国/侏罗纪公园5 ,美国/西班牙 ,动作/科幻/冒险,ftp://ygdy8:ygdy8@yg45.dydytt.net:8287/阳光电影www.ygdy8.com.侏罗纪世界2.BD.720p.国英双语双字.mkv,当岛上的休眠火山开始活跃以后，欧文（克里斯·帕拉特 饰）与克莱尔（布莱丝·达拉斯·霍华德 饰）发起了一场运动，想要保护岛上幸存的恐龙们免于灭绝。 欧文一心想要找到自己依然失踪在野外的迅猛龙首领布鲁，克莱尔如今也尊重起这些生物，以保护它们为己任。两人在熔岩开始喷发时来到了危险的小岛，他们的冒险也揭开了一个可能让地球回到史前时代般混乱秩序的阴谋。 ,英语/国语 ,克里斯·帕拉特 Chris Pratt ,128分钟 ,2018-06-15(中国)/2018-06-22(美国) 
1212,游侠索罗：星球大战外传/韩索罗：星球大战外传(港)/星球大战外传：游侠索罗/星球大战外传：索罗/星球大战韩·索罗外传/游侠索罗/韩索罗外传/星战外传2 ,美国 ,动作/科幻/冒险,ftp://ygdy8:ygdy8@yg45.dydytt.net:3134/阳光电影www.ygdy8.com.游侠索罗：星球大战外传.BD.720p.中英双字幕.mkv,在《游侠索罗》（暂译）中，影迷们将跟随“千年隼号”及银河系中最受爱戴的“恶棍”韩·索罗，迎来全新的银河系探险旅程。经过在黑暗危险的罪犯地下社会中的重重冒险，韩·索罗遇见了他未来强大的副驾驶丘巴卡、以及臭名昭著的赌徒兰多·卡瑞辛，共同展开了一场星战传奇中最不“正统”的英雄历程。 ,英语 ,阿尔登·埃伦瑞奇 Alden Ehrenreich ,135分钟 ,2018-05-10(洛杉矶首映)/2018-05-25(美国)/2018-05-25(中国) 
1213,倾城十月/十月 ,印度 ,剧情/爱情,ftp://ygdy8:ygdy8@yg72.dydytt.net:8275/阳光电影www.ygdy8.com.倾城十月.BD.720p.中英双字幕.mkv,让我们携手一同走进《十月花开》的世界吧，去聆听那十月花开的声音。 ,印地语 ,瓦伦·达瓦 Varun Dhawan ,115分钟(美国) ,2018-04-13(美国) 
1214,边境杀手2：边境战士/怒火边界2：毒刑者(台)/毒裁者2(港)/边境杀手2：战士/边境杀手2：兵凶战危/边境杀手2：并肩作战 ,美国/意大利 ,剧情/动作/犯罪,ftp://ygdy8:ygdy8@yg45.dydytt.net:4089/阳光电影www.ygdy8.com.边境杀手2：边境战士.BD.720p.中英双字幕.mkv,戛纳金棕榈提名影片《边境杀手》续作，本作将聚焦于本尼西奥·德尔·托罗饰演的亚历桑德罗的前世今生，他的家人当初如何被毒贩折磨，他又是如何变成心狠手辣的特工。当接到护送仇人女儿返回墨西哥的任务时，这位杀手特工将作出怎样的选择呢…… ,英语/西班牙语 ,本尼西奥·德尔·托罗 Benicio Del Toro ,122分钟 ,2018-06-29(美国) 
1215,没有好英雄 ,美国 ,喜剧/科幻/恐怖,ftp://ygdy8:ygdy8@yg45.dydytt.net:3135/阳光电影www.ygdy8.com.没有好英雄.BD.720p.中英双字幕.mkv,"After living peacefully in the caverns of a small town, a stranded group of aliens turn deadly as they fight for their existence, betraying the compassionate chief of police who has protected them for 28 years. ",英语 ,Tim O'Leary ....Wyatt ,91min ,2018-07-24(美国) 
1216,银行家的抵抗 ,荷兰 ,剧情/战争,ftp://ygdy8:ygdy8@yg45.dydytt.net:8289/阳光电影www.ygdy8.com.银行家的抵抗.BD.720p.中英双字幕.mkv,"In Nazi-occupied Amsterdam, banker brothers Walraven and Gijs van Hall face their greatest challenge yet when they decide to help fund the Dutch resistance. ",荷兰语 ,Barry Atsma ....Walraven van Hall ,123分钟 ,2018-03-08(荷兰) 
1217,碟中谍6：全面瓦解/碟中谍6/不可能的任务：全面瓦解(台)/职业特工队：叛逆之谜(港) ,美国 ,动作/惊悚/冒险,ftp://ygdy8:ygdy8@yg45.dydytt.net:4091/阳光电影www.ygdy8.com.碟中谍6：全面瓦解.HD.720p.韩版中英双字幕.mkv,有时好意会造成恶果，人反而被自己所造成的结果所困扰。伊桑·亨特（汤姆·克鲁斯）和他的IMF团队（亚历克·鲍德温、西蒙·佩吉、文·瑞姆斯）将在最新的电影《碟中谍6：全面瓦解》中再度回归，他们会与观众们熟悉的盟友（丽贝卡·弗格森、米歇尔·莫娜汉）一起与时间赛跑，应对一次任务中出现的意外。亨利·卡维尔、安吉拉·贝塞特和凡妮莎·柯比也将加入本片的演员阵容，电影制片人克里斯托夫·迈考利将会再度担任导演。 ,英语/法语 ,汤姆·克鲁斯 Tom Cruise ,147分钟/148分钟(中国大陆) ,2018-07-27(美国)/2018-08-31(中国) 
1218,曼蒂/曼迪 ,美国 ,动作/惊悚,ftp://ygdy8:ygdy8@yg45.dydytt.net:3136/阳光电影www.ygdy8.com.曼蒂.BD.720p.中英双字幕.mkv,影片故事发生在1983年，凯奇饰演的雷德·米勒是一位樵夫，与老婆曼蒂（安德丽亚·瑞斯波罗格 饰演）居住在深山林里的一栋木屋。老婆曼蒂被一个价值观扭曲的宗教组织“新黎明之子”（The Children of the New Dawn）看上。该组织的领头杰瑞马雅（莱纳斯·罗彻 饰演）欲收纳曼蒂入会未果，就在雷德面前活活把曼蒂烧死。雷德一度精神错乱，最终踏上复仇之路。 ,英语 ,尼古拉斯·凯奇 Nicolas Cage ,120分钟 ,2018-01-19(圣丹斯电影节)/2018-09-14(美国) 
1219,奇迹赛季/奇迹的赛季(台) ,美国 ,剧情/运动,ftp://ygdy8:ygdy8@yg45.dydytt.net:7291/阳光电影www.ygdy8.com.奇迹赛季.BD.720p.中英双字幕.mkv,"After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship. ",英语 ,海伦·亨特 Helen Hunt ,101分钟 ,2018-04-06(美国) 
1220,游侠索罗：星球大战外传/韩索罗：星球大战外传(港)/星球大战外传：游侠索罗/星球大战外传：索罗/星球大战韩·索罗外传/游侠索罗/韩索罗外传/星战外传2 ,美国 ,动作/科幻/冒险,ftp://ygdy8:ygdy8@yg45.dydytt.net:8291/阳光电影www.ygdy8.com.游侠索罗：星球大战外传.BD.720p.国英双语双字.mkv,在《游侠索罗》（暂译）中，影迷们将跟随“千年隼号”及银河系中最受爱戴的“恶棍”韩·索罗，迎来全新的银河系探险旅程。经过在黑暗危险的罪犯地下社会中的重重冒险，韩·索罗遇见了他未来强大的副驾驶丘巴卡、以及臭名昭著的赌徒兰多·卡瑞辛，共同展开了一场星战传奇中最不“正统”的英雄历程。 ,英语/国语 ,阿尔登·埃伦瑞奇 Alden Ehrenreich ,135分钟 ,2018-05-10(洛杉矶首映)/2018-05-25(美国)/2018-05-25(中国) 
1221,讨债人 ,美国 ,动作/犯罪,ftp://ygdy8:ygdy8@yg45.dydytt.net:8293/阳光电影www.ygdy8.com.讨债人.BD.720p.中英双字幕.mkv,弗兰奇（斯科特·阿金斯 Scott Adkins 饰演）最近面临着诸多债务问题：他在城中开设的武馆经营不善并且经常被人上门找麻烦，自己也可能因交不起房租而随时 无家可归，而爱情方面更是无暇顾及、毫无进展。于是弗兰奇打算铤而走险，接受了一份讨债人的工作，他需要冒着生命危险替雇主以暴力手段逼迫欠债人还债或施加压力，而和他搭档的是一位名字叫苏（路易斯·曼迪勒 Louis Mandylor 饰演）的前警署探员。于是这对看似奇怪的组合开着轿车，在一条逐渐失控的讨债道路上越走越远。 ,英语 ,斯科特·阿金斯 Scott Adkins ....French ,,2018-04-26(德国)/2018-06-05(美国) 
1222,巨齿鲨/极悍巨鲨(港)/麦格 ,美国/中国/中国香港 ,动作/科幻/惊悚,ftp://ygdy8:ygdy8@yg45.dydytt.net:3137/阳光电影www.ygdy8.com.巨齿鲨.HD.720p.韩版中字.mkv,一项由中国主导的国际科研项目，正在马里亚纳海沟深处进行时，遭遇未知生物攻击，科研人员被困海底。前美国海军陆战队深海潜水专家乔纳斯·泰勒受命前往营救，再度遭遇数年前曾经在深海给自己留下终身难以磨灭记忆的史前生物巨齿鲨。乔纳斯联手科研项目中的中国女科学家张苏茵成功营救了被困人员，但营救行动却意外造成了巨齿鲨逃离深海。当史前巨兽重返浅海，人类将为自己对大自然的贪婪付出惨重的代价…… ,英语/汉语普通话/泰语 ,杰森·斯坦森 Jason Statham ,115分钟(中国大陆)/113分钟 ,2018-08-10(美国)/2018-08-10(中国) 
1223,心甘情愿/谍影丽人 ,印度 ,动作/犯罪/惊悚,ftp://ygdy8:ygdy8@yg90.dydytt.net:8394/阳光电影www.ygdy8.com.心甘情愿.BD.720p.中英双字幕.mkv,时间越发紧迫，面对着全新的环境，面对着既友善又警惕的家人，萨玛特必须要争分夺秒，获得战争绝密情报。然而，残酷的战争本质仍然远远超过萨玛特的预期…… ,印地语 ,阿莉雅·布哈特 Alia Bhatt ,138分钟 ,2018-05-11(印度) 
1224,还留下什么 ,美国 ,剧情/惊悚,ftp://ygdy8:ygdy8@yg45.dydytt.net:7353/阳光电影www.ygdy8.com.还留下什么.BD.720p.中英双字幕.mkv,"After the loss of her family, a young woman struggles to survive in a world long-since destroyed by disease; but when a lonely traveler offers her a place in his community, she must decide if the promise of a better life is worth the risk of trusting him. ",英语 ,Lauren Antariksa ,92分钟 ,
1225,美声/美声人质(港)/美声唱法 ,美国 ,剧情,ftp://ygdy8:ygdy8@yg45.dydytt.net:7354/阳光电影www.ygdy8.com.美声.BD.720p.中英双字幕.mkv,这部扣人心弦的“恐怖片”，在罗克珊要求将乐谱送进官邸之后，开始出现细微变化。“狰狞”的恐怖分子和美妙的意大利歌剧、高雅的艺术和诡秘的政治、冰冷的武器和炽热的崇拜．权贵与贫民、东方富商与西方名伶……所有看似最不协调的音符和最不搭调的人物被搬上了同一舞台，演绎出一场轰轰烈烈的悲喜剧。回荡在舞台上空的，始终是罗克珊那令人渴望亲吻的歌喉，连同无孔不入的人性与爱情，让人们逐渐忘却自己仍然身处在一触即发的火山口，沦为她美声的俘虏…… ,英语 ,朱丽安·摩尔 Julianne Moore ,102分钟 ,2018-09-14(美国) 
1226,胎记/诞生标记 ,加拿大 ,喜剧,ftp://ygdy8:ygdy8@yg45.dydytt.net:8354/阳光电影www.ygdy8.com.胎记.BD.720p.中英双字幕.mkv,天性与后天的培养究竟哪个更重要？本·莫林和妻子凯瑟琳·奥尼尔都是备受尊敬的科学家，两人进行了一项他们认为能改变人类对自己身份认知的实验：用与三个孩子遗传的天性相悖的方式抚养他们，最终证明后天对孩子的抚养可以胜过孩子先天的天性。他们希望证明人都具备达成任何成就的潜能。本和凯瑟琳在实验中发现了家庭的可贵，比起实验的科学真相，后者微不足道。 ,英语 ,马修·古迪 Matthew Goode ,90分钟 ,2018-03-30(北美) 
1227,美国化妆师 ,美国 ,剧情/冒险,ftp://ygdy8:ygdy8@yg45.dydytt.net:8354/阳光电影www.ygdy8.com.美国化妆师.BD.720p.中英双字幕.mkv,在他的妻子突然去世以及与他与两个女儿断绝关系后，John Moore和他最好的朋友Charlie Wylde决定骑摩托车从纽约长岛到西海岸。 他们在这次旅途中欣赏到美丽的风景，也遇到许多有趣的人，并意外地发现自己的一些东西。“人生就是一次……又一次的一英里。” ,英语 ,吉娜·格申 Gina Gershon ,97分钟 ,2018-09-21(美国) 
1228,禁入直播/网络红人(港) ,美国 ,悬疑/惊悚/恐怖,ftp://ygdy8:ygdy8@yg45.dydytt.net:7354/阳光电影www.ygdy8.com.禁入直播.BD.720p.中英双字幕.mkv,一位粉丝逐渐壮大的网络女主播发现自己的帐号被一个与她长得很像的人盗用了，他必须找到这个神秘的入侵者并夺回属于她的身份…… ,英语 ,玛德琳·布鲁尔 Madeline Brewer ,94分钟 ,2018-11-16(美国) 
1229,监护风云/监护权争战(港)/家战(台)/监护权/倾尽所有 ,法国 ,剧情,ftp://ygdy8:ygdy8@yg45.dydytt.net:8356/阳光电影www.ygdy8.com.监护风云.BD.720p.法语中字.mkv,银狮奖 最佳处女作 泽维尔·勒格朗 ,法语 ,蕾雅·德吕盖 Léa Drucker ,93分钟 ,2018-02-07(法国) 
1230,狂鼠/狂野耗子/放生员工请注意(台)/野鼠/疯狂的老鼠 ,奥地利/德国 ,剧情/喜剧/犯罪,ftp://ygdy8:ygdy8@yg45.dydytt.net:7356/阳光电影www.ygdy8.com.狂鼠.BD.720p.德语中字.mkv,金熊奖 最佳影片(提名) 约瑟夫·哈德 ,德语/意大利语/英语 ,约瑟夫·哈德 Josef Hader ,103分钟 ,
1231,吸血猎手 ,美国/英国 ,剧情/惊悚/恐怖,ftp://ygdy8:ygdy8@yg45.dydytt.net:8357/阳光电影www.ygdy8.com.吸血猎手.BD.720p.中英双字幕.mkv,A rogue police detective in search of his parents killer is murdered and reborn the ultimate killer. ,英语 ,科里·费尔德曼 Corey Feldman ....Queeny ,94分钟 ,2018-04-20(美国) 
1232,不期而遇 ,美国 ,科幻/悬疑/惊悚,ftp://ygdy8:ygdy8@yg72.dydytt.net:8304/阳光电影www.ygdy8.com.不期而遇.BD.720p.中英双字幕.mkv,在拍摄一部揭露被外星人绑架的谎言的纪录片时，电影制作人和他的团队遇到了一个年轻的女人，她有一个不为人知的秘密，从而引导他们发现了一个令人不安的真相…… ,英语 ,彼得·斯特曼 Peter Stormare ,82分钟 ,2018-09-21(美国) 
1233,陪安东尼度过漫长岁月,,剧情/爱情,ftp://ygdy8:ygdy8@y153.dydytt.net:9091/[阳光电影www.ygdy8.com].陪安东尼度过漫长岁月.BD.720p.国语中字.rmvb,影片根据安东尼的同名畅销作品改编。 ,普通话 ,刘畅 Chang Liu ....安东尼 ,2h 1mn ,
1234,The Mobfathers,,喜剧/犯罪,ftp://ygdy8:ygdy8@y153.dydytt.net:9092/[阳光电影www.ygdy8.com].选老顶.BD.720p.国粤双语中字.mkv,黑帮的「龙头」是整个帮会至高无上的总揸fit人，负责决策帮会中一切大小事务。多年来，叔父们为了维护自身利益和继续掌控帮会大权，都会推举一个听命于他们的头目来当影子龙头。一直对龙头大佬职位虎视眈眈的「火」字堆 大佬豺狼(王宗尧 饰)向叔父自荐成为候选人，而刚刑满出狱的「金」字堆大佬阿七(杜汶泽 饰)则不满小圈子制度， 大胆发起「公投选龙头」。为了要得到帮中兄弟和各堆门生的支持，豺狼和阿七各显实力，向各方示好，又互相揭发黑材料。当几个字堆争得头崩额裂之时，元老级人马神爷(黄秋生 饰)究竟又在背后密谋些什么呢？,粤语/国语,黄秋生,1h:32m:50s,
1235,三人行 ,,剧情/动作/犯罪,ftp://ygdy8:ygdy8@y153.dydytt.net:9094/[阳光电影www.ygdy8.com].三人行.HD.720p.国语中字.rmvb,影片讲述了六小时内，一个医生——佟倩（赵薇 饰）、一个悍匪——张礼信（钟汉良 饰）、一个警察——陈伟乐（古天乐 饰），三方在“生、老、病、死”轮回不断的医院发生的惊心动魄的交锋。生死一线，自我执念引发诸多隐瞒、利用与欺骗，三人越走越偏，危机一触即发…… ,普通话/粤语 ,赵薇 Vicki Zhao ....佟倩 ,1h 28mn ,
1236,Mr Six/Fading Wave ,,剧情/动作/犯罪,ftp://ygdy8:ygdy8@y219.dydytt.net:8129/[阳光电影www.ygdy8.com].老炮儿.BD.720p.国语中字.rmvb,六爷（冯小刚 饰）就曾是”横行“老北京的老炮儿之一，如今过着悠闲自得的日子，却不想自己的儿子晓波（李易峰 饰）被卷入了与“小爷”小飞（吴亦凡 饰）的纠纷中。六爷试图出面摆平这起纠纷，并找来了昔日老友闷三儿（张涵予 饰）、话匣子（许晴 饰）、灯罩儿（刘桦 饰）帮忙，却发现这个时代已经有了一群新的“话事人”，自己这个顽主的江湖地位已经动摇，并且以往固守的生活方式已经渐渐被时代所抛弃，廉颇老矣尚能饭否？ ,普通话 ,冯小刚 Xiaogang Feng ....六爷 ,137分钟 ,
1237,泰迪熊之玩具大战,,喜剧/动画,ftp://ygdy8:ygdy8@y219.dydytt.net:9145/[阳光电影www.ygdy8.com].泰迪熊之玩具大战.HD.720p.国语中字.rmvb,邪恶的巫博士（白文显 配音）为了让自己发明的高科技VR玩具垄断所有孩子的童年，制定了毁灭所有传统毛绒和机甲玩具的阴谋。呆萌腼腆的泰迪熊（邓小婷 配音）本不想参与此事，但在机甲战士小飞（白文显 配音）的强拉硬扯下误入了冒险之旅，最后拯救了玩具世界。 ,普通话 ,邓小婷 Xiaoting Deng ,1h 18mn ,
1238,水果宝贝之水果总动员 ,,喜剧/动画,ftp://ygdy8:ygdy8@y153.dydytt.net:9096/[阳光电影www.ygdy8.com].水果宝贝之水果总动员.HD.720p.国语中字.rmvb,影片讲述了小橘子吉星为了捍卫水果村，成长为水果英雄的故事。吉星所住的地方是隐藏在茂盛森林中的一个神秘村落，村落名叫水果村，那里的村民都不被外界打扰，幸福快乐地生活着。这天的课上，桃老师讲述了30年前，恶虫从森林里出来，袭击水果村的事。放学后，想当水果英雄的吉星对“恶虫”的存在十分兴奋，集齐了朋友们，一起走到了森林之中。在森林中，吉星发现恶虫再度出现了，并在同伴的帮助下击倒了恶虫。从此，恶虫重现，水果与恶虫的攻防战开始了！回到水果村，吉星一行人告诉大家，恶虫重现了！为抵抗恶虫，水果们开始筑围墙。而恶虫那边，巨巫虫派出了变色虫前来刺探敌情，结果变色虫被吉星、美蕉和榴星轻易打败。变色虫回到恶虫基地报告围墙状况，虫博士开始研制破坏围墙的工具。隔天，恶虫全体用虫博士的道具越过围墙，来进攻水果村，而与此同时，一头神秘的大怪兽也出现在水果村，水果村腹背受敌，吉星到底如何才能化解危机拯救水果村呢？ ,普通话,祖晴 Qing Zu,1h 22mn ,
1239,路边野餐/惶然录 ,,剧情,ftp://ygdy8:ygdy8@y219.dydytt.net:8130/[阳光电影www.ygdy8.com].路边野餐.HD.720p.国语中字.mkv,最终，陈升到了镇远，只是用望远镜远远地看了孩子。把老女人的信物给了她旧情人的儿子。一个人再次踏上火车。分不清这个世界是我的记忆，还是我是这世界的一个浮想…… ,普通话 ,陈永忠 Yongzhong Chen ....陈升 Chen Shen ,1h 50mn ,
1240,死亡游戏 ,,惊悚/恐怖,ftp://ygdy8:ygdy8@y153.dydytt.net:8150/[阳光电影www.ygdy8.com].死亡游戏.HD.720p.国语中字.rmvb,"影片讲述了一档旨在帮助沉迷鬼魇的女性走出困境的真人秀节目《凶灵实录》，在女主角初夏（徐洁儿 饰）的生日夜晚组织了一帮她的同学在北京深处的古宅里举行生日宴会，而宴会上,同学一个个离奇的死亡，也使得晚会弥漫上了一层死亡气息，而谁将成为下一个死去的人？一切不得而知…… ",普通话 ,徐洁儿 Jill Hsu ....初夏 ,1h 28mn ,
1241,死亡游戏 ,,惊悚/恐怖,ftp://ygdy8:ygdy8@y153.dydytt.net:8150/[阳光电影www.ygdy8.com].死亡游戏.HD.720p.国语中字.rmvb,"影片讲述了一档旨在帮助沉迷鬼魇的女性走出困境的真人秀节目《凶灵实录》，在女主角初夏（徐洁儿 饰）的生日夜晚组织了一帮她的同学在北京深处的古宅里举行生日宴会，而宴会上,同学一个个离奇的死亡，也使得晚会弥漫上了一层死亡气息，而谁将成为下一个死去的人？一切不得而知…… ",普通话 ,徐洁儿 Jill Hsu ....初夏 ,1h 28mn ,
1242,筷仙 ,,惊悚/恐怖,ftp://ygdy8:ygdy8@y219.dydytt.net:8131/[阳光电影www.ygdy8.com].筷仙.HD.720p.国语中字.rmvb,王静（朱璇 饰）是一家私立医院的高级眼科医师，自从丈夫车祸身亡，女儿也双目失明，一连串因筷仙引起的离奇血案在王静工作的医院陆续残忍发生，此时，王静的行为举止也变得异常怪异。同事葛健雄（周骏 饰）决定展开种种调查，终于发现除了王静之外，还有她刻意隐藏多年的惊天大秘密……,普通话 ,胡影怡 Ying Yi Hu ....田佳璐 ,1h 24mn ,
